method,task,split,sample_idx,prediction,true_label,residual
pooling,"(98038,)",train,0,276.3239082844848,323.0,46.67609171551521
pooling,"(98038,)",train,1,369.6366429803129,360.0,9.6366429803129
pooling,"(98038,)",train,2,364.8420205361217,390.0,25.15797946387829
pooling,"(98038,)",train,3,281.90639699967505,360.0,78.09360300032495
pooling,"(98038,)",train,4,331.2650737987278,314.0,17.265073798727826
pooling,"(98038,)",train,5,250.3374965517105,272.5,22.1625034482895
pooling,"(98038,)",train,6,198.6407144765435,163.5,35.14071447654351
pooling,"(98038,)",train,7,329.5389975623875,385.0,55.46100243761248
pooling,"(98038,)",train,8,295.83293093816974,320.0,24.16706906183026
pooling,"(98038,)",train,9,311.6400623717127,328.0,16.359937628287298
pooling,"(98038,)",train,10,367.0643018451701,455.0,87.93569815482988
pooling,"(98038,)",train,11,328.41320757134963,208.633,119.78020757134962
pooling,"(98038,)",train,12,269.547320604368,260.0,9.547320604367997
pooling,"(98038,)",train,13,268.6317701519547,300.0,31.368229848045303
pooling,"(98038,)",train,14,293.1707922600581,329.5,36.32920773994192
pooling,"(98038,)",train,15,223.02985025073212,275.0,51.970149749267875
pooling,"(98038,)",train,16,292.77535604164586,322.5,29.724643958354136
pooling,"(98038,)",train,17,710.3555692741284,840.0,129.64443072587164
pooling,"(98038,)",train,18,241.3773051999451,245.0,3.6226948000548873
pooling,"(98038,)",train,19,268.9608842786256,350.0,81.0391157213744
pooling,"(98038,)",train,20,186.30982913492335,232.0,45.69017086507665
pooling,"(98038,)",train,21,337.7849610686353,342.5,4.715038931364688
pooling,"(98038,)",train,22,268.58397675528613,270.5,1.9160232447138696
pooling,"(98038,)",train,23,261.5308704256677,338.9,77.3691295743323
pooling,"(98038,)",train,24,301.29368681637425,300.0,1.2936868163742474
pooling,"(98038,)",train,25,397.54376263987433,370.0,27.54376263987433
pooling,"(98038,)",train,26,256.49304488500275,296.0,39.506955114997254
pooling,"(98038,)",train,27,243.44816592780626,240.0,3.448165927806258
pooling,"(98038,)",train,28,553.7494314881114,609.9,56.15056851188854
pooling,"(98038,)",train,29,253.679144355483,289.95,36.270855644516985
pooling,"(98038,)",train,30,357.70921825068945,374.95,17.240781749310543
pooling,"(98038,)",train,31,269.8542617840576,287.653,17.79873821594242
pooling,"(98038,)",train,32,288.1780026132328,265.0,23.17800261323282
pooling,"(98038,)",train,33,255.93089166634672,275.0,19.069108333653276
pooling,"(98038,)",train,34,258.92796538259427,314.95,56.02203461740572
pooling,"(98038,)",train,35,411.0280130271676,378.0,33.02801302716762
pooling,"(98038,)",train,36,294.5734529707224,291.0,3.5734529707224283
pooling,"(98038,)",train,37,233.47636444348973,189.95,43.52636444348974
pooling,"(98038,)",train,38,239.09320232988102,287.0,47.906797670118976
pooling,"(98038,)",train,39,330.4862393759722,380.0,49.51376062402778
pooling,"(98038,)",train,40,480.5725596926968,367.0,113.57255969269681
pooling,"(98038,)",train,41,144.59445832894198,219.0,74.40554167105802
pooling,"(98038,)",train,42,256.06330516970775,245.0,11.063305169707746
pooling,"(98038,)",train,43,421.23332588517223,457.0,35.766674114827765
pooling,"(98038,)",train,44,438.9816717341273,620.0,181.0183282658727
pooling,"(98038,)",train,45,404.8021723925849,260.0,144.8021723925849
pooling,"(98038,)",train,46,604.9835980428106,545.0,59.98359804281063
pooling,"(98038,)",train,47,260.53349066809824,307.5,46.96650933190176
pooling,"(98038,)",train,48,227.8454021282123,294.0,66.1545978717877
pooling,"(98038,)",train,49,223.17528605785265,270.0,46.824713942147355
pooling,"(98038,)",train,50,372.8158253293295,338.0,34.81582532932953
pooling,"(98038,)",train,51,357.3669980998093,368.0,10.63300190019072
pooling,"(98038,)",train,52,447.08542635603226,435.0,12.085426356032258
pooling,"(98038,)",train,53,219.35466244938652,260.0,40.645337550613476
pooling,"(98038,)",train,54,262.81276999390684,339.0,76.18723000609316
pooling,"(98038,)",train,55,301.55929673833816,315.0,13.440703261661838
pooling,"(98038,)",train,56,335.50529515076414,429.8,94.29470484923587
pooling,"(98038,)",train,57,371.2872916750639,352.0,19.287291675063898
pooling,"(98038,)",train,58,248.638818835665,297.0,48.361181164334994
pooling,"(98038,)",train,59,206.00564210495577,272.5,66.49435789504423
pooling,"(98038,)",train,60,175.88962456786248,225.0,49.110375432137516
pooling,"(98038,)",train,61,243.95606208344907,295.0,51.04393791655093
pooling,"(98038,)",train,62,294.0491628701602,310.0,15.950837129839783
pooling,"(98038,)",train,63,330.33024261457103,353.0,22.669757385428966
pooling,"(98038,)",train,64,417.09127924764107,360.0,57.09127924764107
pooling,"(98038,)",train,65,362.37584457529374,230.0,132.37584457529374
pooling,"(98038,)",train,66,216.15267279724503,258.5,42.34732720275497
pooling,"(98038,)",train,67,459.3146060031868,398.0,61.31460600318678
pooling,"(98038,)",train,68,319.3715442543944,275.0,44.371544254394394
pooling,"(98038,)",train,69,533.4868550065003,525.0,8.486855006500264
pooling,"(98038,)",train,70,263.31575303130376,358.0,94.68424696869624
pooling,"(98038,)",train,71,297.673699607396,363.0,65.32630039260403
pooling,"(98038,)",train,72,361.7860123607388,340.0,21.786012360738823
pooling,"(98038,)",train,73,419.1704188383519,449.95,30.779581161648082
pooling,"(98038,)",train,74,295.5619742989911,322.5,26.938025701008883
pooling,"(98038,)",train,75,202.9094871704183,242.0,39.09051282958171
pooling,"(98038,)",train,76,275.1182879406879,335.0,59.88171205931212
pooling,"(98038,)",train,77,250.43658835773022,269.0,18.563411642269784
pooling,"(98038,)",train,78,513.298699815372,490.0,23.298699815371947
pooling,"(98038,)",train,79,227.6999371089296,299.9,72.20006289107039
pooling,"(98038,)",train,80,501.55433248304325,482.0,19.554332483043254
pooling,"(98038,)",train,81,289.86673403731766,337.5,47.633265962682344
pooling,"(98038,)",train,82,480.77562776334526,500.0,19.224372236654744
pooling,"(98038,)",train,83,431.8661728706502,388.0,43.86617287065019
pooling,"(98038,)",train,84,342.30513819400585,346.95,4.64486180599414
pooling,"(98038,)",train,85,439.9227093397021,522.0,82.07729066029788
pooling,"(98038,)",train,86,342.4509720924252,293.0,49.45097209242522
pooling,"(98038,)",train,87,129.58614860383386,195.0,65.41385139616614
pooling,"(98038,)",train,88,539.7185922498938,635.0,95.28140775010615
pooling,"(98038,)",train,89,644.2126972800725,699.0,54.78730271992754
pooling,"(98038,)",train,90,418.8595613095604,485.0,66.14043869043962
pooling,"(98038,)",train,91,219.85482303999015,269.0,49.14517696000985
pooling,"(98038,)",train,92,207.41156132263131,190.0,17.411561322631314
pooling,"(98038,)",train,93,365.56113745958646,418.0,52.43886254041354
pooling,"(98038,)",train,94,499.13904634498977,449.5,49.639046344989765
pooling,"(98038,)",train,95,268.7445979676231,297.5,28.755402032376878
pooling,"(98038,)",train,96,232.83054854984584,279.0,46.169451450154156
pooling,"(98038,)",train,97,179.8155718558046,275.0,95.18442814419541
pooling,"(98038,)",train,98,496.0284070956732,470.0,26.028407095673174
pooling,"(98038,)",train,99,149.6755531218696,222.0,72.3244468781304
pooling,"(98038,)",train,100,514.0528640514785,549.95,35.89713594852151
pooling,"(98038,)",train,101,239.2952359562987,265.0,25.70476404370129
pooling,"(98038,)",train,102,294.04183477423067,325.0,30.958165225769335
pooling,"(98038,)",train,103,314.45411589989453,422.5,108.04588410010547
pooling,"(98038,)",train,104,214.2224368679963,279.0,64.7775631320037
pooling,"(98038,)",train,105,761.7700202958149,649.95,111.82002029581486
pooling,"(98038,)",train,106,343.19668987367186,360.0,16.803310126328142
pooling,"(98038,)",train,107,458.5342611829328,550.0,91.46573881706718
pooling,"(98038,)",train,108,449.0030908501103,729.0,279.9969091498897
pooling,"(98038,)",train,109,464.2859753497178,399.0,65.28597534971777
pooling,"(98038,)",train,110,610.2455134593583,728.0,117.75448654064166
pooling,"(98038,)",train,111,247.74342665382937,274.0,26.256573346170626
pooling,"(98038,)",train,112,211.3250923985688,285.0,73.67490760143119
pooling,"(98038,)",train,113,412.28610050837233,399.95,12.33610050837234
pooling,"(98038,)",train,114,379.76101534769987,412.0,32.23898465230013
pooling,"(98038,)",train,115,383.0208073247777,393.0,9.979192675222293
pooling,"(98038,)",train,116,263.41082358656786,310.0,46.58917641343214
pooling,"(98038,)",train,117,138.9860719589924,224.975,85.9889280410076
pooling,"(98038,)",train,118,261.2786271782279,349.0,87.72137282177209
pooling,"(98038,)",train,119,205.6895687136639,233.0,27.310431286336097
pooling,"(98038,)",train,120,240.68538572137186,240.0,0.6853857213718584
pooling,"(98038,)",train,121,296.0176237195992,240.0,56.017623719599214
pooling,"(98038,)",train,122,387.34790006829644,369.0,18.34790006829644
pooling,"(98038,)",train,123,299.13965707773605,317.0,17.860342922263953
pooling,"(98038,)",train,124,220.6152450474583,269.95,49.33475495254169
pooling,"(98038,)",train,125,299.89729461937895,320.0,20.102705380621046
pooling,"(98038,)",train,126,585.885243689685,489.0,96.88524368968501
pooling,"(98038,)",train,127,361.4264854930698,350.0,11.426485493069777
pooling,"(98038,)",train,128,338.23261283383545,303.5,34.73261283383545
pooling,"(98038,)",train,129,488.16122674003054,364.25,123.91122674003054
pooling,"(98038,)",train,130,262.8914919929339,263.0,0.10850800706612063
pooling,"(98038,)",train,131,484.64634257446596,419.0,65.64634257446596
pooling,"(98038,)",train,132,372.0067116329483,411.0,38.99328836705172
pooling,"(98038,)",train,133,242.15453036516192,325.0,82.84546963483808
pooling,"(98038,)",train,134,360.92552390437413,365.0,4.074476095625869
pooling,"(98038,)",train,135,247.14012762021594,289.0,41.859872379784065
pooling,"(98038,)",train,136,468.0506591624762,428.4,39.650659162476245
pooling,"(98038,)",train,137,243.358810618367,263.0,19.641189381633012
pooling,"(98038,)",train,138,260.5338506769549,265.0,4.4661493230451015
pooling,"(98038,)",train,139,419.9733000904416,397.5,22.473300090441626
pooling,"(98038,)",train,140,551.3733118090277,653.0,101.62668819097235
pooling,"(98038,)",train,141,465.5620329169469,455.0,10.562032916946919
pooling,"(98038,)",train,142,390.13456513957135,410.0,19.86543486042865
pooling,"(98038,)",train,143,376.8701771744745,315.0,61.87017717447452
pooling,"(98038,)",train,144,262.24324396138036,215.0,47.24324396138036
pooling,"(98038,)",train,145,262.24324396138036,315.0,52.75675603861964
pooling,"(98038,)",train,146,159.6140332564064,241.0,81.3859667435936
pooling,"(98038,)",train,147,469.9656563086246,352.5,117.4656563086246
pooling,"(98038,)",train,148,273.0912560069737,252.0,21.09125600697371
pooling,"(98038,)",train,149,286.2917297093154,329.95,43.658270290684584
pooling,"(98038,)",train,150,452.96222023511655,438.9,14.06222023511657
pooling,"(98038,)",train,151,438.36018157135913,533.0,94.63981842864087
pooling,"(98038,)",train,152,663.4528088711959,713.9,50.44719112880409
pooling,"(98038,)",train,153,212.36259180449633,215.0,2.6374081955036672
pooling,"(98038,)",train,154,481.7122439304803,449.0,32.71224393048033
pooling,"(98038,)",train,155,424.3382928078863,408.0,16.33829280788632
pooling,"(98038,)",train,156,302.98312761422494,353.5,50.51687238577506
pooling,"(98038,)",train,157,388.3330343349153,320.0,68.33303433491528
pooling,"(98038,)",train,158,762.920685433277,890.0,127.07931456672304
pooling,"(98038,)",train,159,481.29577283802064,426.5,54.79577283802064
pooling,"(98038,)",train,160,609.393250907131,480.0,129.393250907131
pooling,"(98038,)",train,161,196.4190925635594,211.0,14.580907436440611
pooling,"(98038,)",train,162,528.5384502531706,585.0,56.461549746829405
pooling,"(98038,)",train,163,239.40423465294953,284.0,44.595765347050474
pooling,"(98038,)",train,164,253.2335493533683,245.0,8.23354935336829
pooling,"(98038,)",train,165,222.72409209320176,274.95,52.22590790679823
pooling,"(98038,)",train,166,518.1029255313879,557.5,39.39707446861212
pooling,"(98038,)",train,167,599.3065920045738,760.0,160.69340799542624
pooling,"(98038,)",train,168,293.8940422358028,318.4,24.505957764197206
pooling,"(98038,)",train,169,212.20891973326798,280.0,67.79108026673202
pooling,"(98038,)",train,170,363.52272781078136,366.0,2.4772721892186382
pooling,"(98038,)",train,171,287.30692127624934,340.0,52.69307872375066
pooling,"(98038,)",train,172,337.4724858401969,350.0,12.527514159803104
pooling,"(98038,)",train,173,296.12192624724776,350.0,53.87807375275224
pooling,"(98038,)",train,174,315.3316680502212,286.0,29.331668050221197
pooling,"(98038,)",train,175,220.6965564343045,269.95,49.25344356569548
pooling,"(98038,)",train,176,494.62488161996225,394.0,100.62488161996225
pooling,"(98038,)",train,177,355.76100910211244,292.0,63.76100910211244
pooling,"(98038,)",train,178,251.84182054073608,275.0,23.15817945926392
pooling,"(98038,)",train,179,308.53121263061985,332.5,23.968787369380152
pooling,"(98038,)",train,180,364.5016596738533,294.0,70.50165967385328
pooling,"(98038,)",train,181,260.94250956605174,312.0,51.05749043394826
pooling,"(98038,)",train,182,257.98759917889765,305.0,47.01240082110235
pooling,"(98038,)",train,183,276.3044350603486,275.0,1.3044350603486237
pooling,"(98038,)",train,184,320.9686502420809,359.5,38.53134975791909
pooling,"(98038,)",train,185,396.5996921803162,390.0,6.599692180316197
pooling,"(98038,)",train,186,264.7497798230215,318.2,53.45022017697846
pooling,"(98038,)",train,187,459.45638911477363,419.9,39.55638911477365
pooling,"(98038,)",train,188,269.91675251646666,250.0,19.91675251646666
pooling,"(98038,)",train,189,145.73062732663675,180.0,34.26937267336325
pooling,"(98038,)",train,190,345.1004875072904,355.0,9.899512492709619
pooling,"(98038,)",train,191,450.87151367649494,456.5,5.628486323505058
pooling,"(98038,)",train,192,420.63406828832376,444.0,23.36593171167624
pooling,"(98038,)",train,193,464.6873734687324,428.9,35.787373468732426
pooling,"(98038,)",train,194,240.02044469144676,269.5,29.479555308553245
pooling,"(98038,)",train,195,256.7851692874574,269.0,12.214830712542607
pooling,"(98038,)",train,196,405.9226722044259,415.0,9.077327795574092
pooling,"(98038,)",train,197,222.79977491512545,260.656,37.85622508487455
pooling,"(98038,)",train,198,332.23206999540344,350.0,17.767930004596565
pooling,"(98038,)",train,199,655.5445936141805,565.0,90.54459361418049
pooling,"(98038,)",train,200,231.2745015441942,239.0,7.725498455805791
pooling,"(98038,)",train,201,279.3079231622105,292.5,13.1920768377895
pooling,"(98038,)",train,202,261.27460755235734,305.0,43.72539244764266
pooling,"(98038,)",train,203,372.6156270049978,520.0,147.3843729950022
pooling,"(98038,)",train,204,604.3194217586461,679.0,74.68057824135394
pooling,"(98038,)",train,205,251.82258933783305,296.0,44.17741066216695
pooling,"(98038,)",train,206,197.26395420287736,206.0,8.736045797122642
pooling,"(98038,)",train,207,246.1293370791791,295.0,48.870662920820905
pooling,"(98038,)",train,208,332.42557240316455,394.0,61.57442759683545
pooling,"(98038,)",train,209,737.3949818517431,775.0,37.60501814825693
pooling,"(98038,)",train,210,272.77956484041715,321.0,48.22043515958285
