method,task,split,sample_idx,prediction,true_label,residual
pooling,"(98038,)",train,0,270.1007136217595,323.0,52.899286378240504
pooling,"(98038,)",train,1,377.61695897124446,360.0,17.616958971244458
pooling,"(98038,)",train,2,368.45063910914905,390.0,21.54936089085095
pooling,"(98038,)",train,3,276.5983998990778,360.0,83.40160010092222
pooling,"(98038,)",train,4,313.8649546677552,314.0,0.135045332244772
pooling,"(98038,)",train,5,248.21583865955472,272.5,24.28416134044528
pooling,"(98038,)",train,6,181.93503447734838,163.5,18.43503447734838
pooling,"(98038,)",train,7,315.77132880402496,385.0,69.22867119597504
pooling,"(98038,)",train,8,296.2494796265164,320.0,23.750520373483596
pooling,"(98038,)",train,9,302.587201597089,328.0,25.412798402910994
pooling,"(98038,)",train,10,388.05379983850435,455.0,66.94620016149565
pooling,"(98038,)",train,11,327.75929271814675,208.633,119.12629271814674
pooling,"(98038,)",train,12,269.808973266503,260.0,9.808973266503017
pooling,"(98038,)",train,13,264.4425258878109,300.0,35.557474112189084
pooling,"(98038,)",train,14,283.27869750685204,329.5,46.22130249314796
pooling,"(98038,)",train,15,225.03684331478144,275.0,49.963156685218564
pooling,"(98038,)",train,16,283.3719310045053,322.5,39.12806899549469
pooling,"(98038,)",train,17,729.8782081818281,840.0,110.12179181817191
pooling,"(98038,)",train,18,244.0779721024519,245.0,0.9220278975481051
pooling,"(98038,)",train,19,242.0093846434538,350.0,107.99061535654619
pooling,"(98038,)",train,20,177.06214310610812,232.0,54.937856893891876
pooling,"(98038,)",train,21,337.9142786324737,342.5,4.585721367526276
pooling,"(98038,)",train,22,272.13943780080444,270.5,1.6394378008044441
pooling,"(98038,)",train,23,253.55260091720993,338.9,85.34739908279005
pooling,"(98038,)",train,24,285.38820006799506,300.0,14.611799932004942
pooling,"(98038,)",train,25,402.8627023651861,370.0,32.862702365186124
pooling,"(98038,)",train,26,247.77108711591427,296.0,48.22891288408573
pooling,"(98038,)",train,27,245.31168201169203,240.0,5.311682011692028
pooling,"(98038,)",train,28,579.6021633485725,609.9,30.297836651427474
pooling,"(98038,)",train,29,245.2817869155042,289.95,44.66821308449579
pooling,"(98038,)",train,30,363.3037571723762,374.95,11.64624282762378
pooling,"(98038,)",train,31,256.32395956155233,287.653,31.32904043844769
pooling,"(98038,)",train,32,279.57266294672445,265.0,14.57266294672445
pooling,"(98038,)",train,33,245.89241616737854,275.0,29.107583832621458
pooling,"(98038,)",train,34,250.71673239509255,314.95,64.23326760490744
pooling,"(98038,)",train,35,421.911221541508,378.0,43.911221541507985
pooling,"(98038,)",train,36,289.01749630884296,291.0,1.982503691157035
pooling,"(98038,)",train,37,238.04851322661125,189.95,48.09851322661126
pooling,"(98038,)",train,38,228.95494411560503,287.0,58.04505588439497
pooling,"(98038,)",train,39,331.32547359487944,380.0,48.67452640512056
pooling,"(98038,)",train,40,501.86015196273365,367.0,134.86015196273365
pooling,"(98038,)",train,41,125.58805876623956,219.0,93.41194123376044
pooling,"(98038,)",train,42,245.89921412606054,245.0,0.8992141260605422
pooling,"(98038,)",train,43,430.1706325365303,457.0,26.82936746346968
pooling,"(98038,)",train,44,435.26847486812767,620.0,184.73152513187233
pooling,"(98038,)",train,45,388.44974619805,260.0,128.44974619804998
pooling,"(98038,)",train,46,622.001255681942,545.0,77.00125568194198
pooling,"(98038,)",train,47,251.90951849715202,307.5,55.59048150284798
pooling,"(98038,)",train,48,231.37972099940816,294.0,62.620279000591836
pooling,"(98038,)",train,49,224.93607786537177,270.0,45.06392213462823
pooling,"(98038,)",train,50,383.43310772938275,338.0,45.433107729382755
pooling,"(98038,)",train,51,361.7886734624408,368.0,6.211326537559216
pooling,"(98038,)",train,52,474.19979605620756,435.0,39.19979605620756
pooling,"(98038,)",train,53,219.14385974093602,260.0,40.85614025906398
pooling,"(98038,)",train,54,254.94937714409025,339.0,84.05062285590975
pooling,"(98038,)",train,55,307.3038088133326,315.0,7.69619118666742
pooling,"(98038,)",train,56,348.53722520400333,429.8,81.26277479599668
pooling,"(98038,)",train,57,382.4303383680017,352.0,30.430338368001685
pooling,"(98038,)",train,58,238.97149662531592,297.0,58.02850337468408
pooling,"(98038,)",train,59,208.43718992230424,272.5,64.06281007769576
pooling,"(98038,)",train,60,163.80515050044778,225.0,61.19484949955222
pooling,"(98038,)",train,61,230.17901562847692,295.0,64.82098437152308
